56,0.0175
0.1048,0.3912,0.0175
0.2025,0.3507,0.0175
0.3507,0.2025,0.0175
0.3912,0.1048,0.0175
0.3912,-0.1048,0.0175
0.3507,-0.2025,0.0175
0.2025,-0.3507,0.0175
0.1048,-0.3912,0.0175
-0.1048,-0.3912,0.0175
-0.2025,-0.3507,0.0175
-0.3507,-0.2025,0.0175
-0.3912,-0.1048,0.0175
-0.3912,0.1048,0.0175
-0.3507,0.2025,0.0175
-0.2025,0.3507,0.0175
-0.1048,0.3912,0.0175
0,0.405,0.0175
0.2864,0.2864,0.0175
0.405,0,0.0175
0.2864,-0.2864,0.0175
0,-0.405,0.0175
-0.2864,-0.2864,0.0175
-0.405,0,0.0175
-0.2864,0.2864,0.0175
0,0.3275,0.0175
0.2316,0.2316,0.0175
0.3275,0,0.0175
0.2316,-0.2316,0.0175
0,-0.3275,0.0175
-0.2316,-0.2316,0.0175
-0.3275,0,0.0175
-0.2316,0.2316,0.0175
0,0.265,0.0175
0.1874,0.1874,0.0175
0.265,0,0.0175
0.1874,-0.1874,0.0175
0,-0.265,0.0175
-0.1874,-0.1874,0.0175
-0.265,0,0.0175
-0.1874,0.1874,0.0175
0,0.2025,0.0175
0.1432,0.1432,0.0175
0.2025,0,0.0175
0.1432,-0.1432,0.0175
0,-0.2025,0.0175
-0.1432,-0.1432,0.0175
-0.2025,0,0.0175
-0.1432,0.1432,0.0175
0,0.14,0.0175
0.099,0.099,0.0175
0.14,0,0.0175
0.099,-0.099,0.0175
0,-0.14,0.0175
-0.099,-0.099,0.0175
-0.14,0,0.0175
-0.099,0.099,0.0175
